#TYPE Microsoft.Windows.ServerManager.Commands.Feature
"Name","DisplayName","Description","Installed","InstallState","FeatureType","Path","Depth","DependsOn","Parent","ServerComponentDescriptor","SubFeatures","SystemService","Notification","BestPracticesModelId","EventQuery","PostConfigurationNeeded","AdditionalInfo"
"MSMQ-HTTP-Support","HTTP サポート","HTTP サポートによって、HTTP でメッセージを送信できるようになります。","False","Available","Feature","メッセージ キュー\メッセージ キュー サービス\HTTP サポート","3","System.String[]","MSMQ-Services","ServerComponent_MSMQ_HTTP_Support","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ-Directory","ディレクトリ サービス統合","ディレクトリ サービス統合によって、キュー プロパティのディレクトリへの発行、ディレクトリに登録されている証明書を使用したメッセージの認証と暗号化、およびディレクトリ サイト全体のメッセージのルーティングが可能になります。","False","Available","Feature","メッセージ キュー\メッセージ キュー サービス\ディレクトリ サービス統合","3","System.String[]","MSMQ-Services","ServerComponent_MSMQ_Directory","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ-Multicasting","マルチキャスト サポート","マルチキャスト サポートによって、マルチキャスト メッセージをキューに保存し、マルチキャスト IP アドレスに送信できるようになります。","False","Available","Feature","メッセージ キュー\メッセージ キュー サービス\マルチキャスト サポート","3","System.String[]","MSMQ-Services","ServerComponent_MSMQ_Multicasting","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ-Triggers","メッセージ キュー トリガー","メッセージ キュー トリガーによって、指定したキュー内の着信メッセージ用に定義したフィルターに応じて、COM コンポーネントまたは実行可能ファイルを呼び出すことができるようになります。","False","Available","Feature","メッセージ キュー\メッセージ キュー サービス\メッセージ キュー トリガー","3","System.String[]","MSMQ-Services","ServerComponent_MSMQ_Triggers","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ-Routing","ルーティング サービス","ルーティング サービスは、複数のサイト間および 1 サイト内でメッセージをルーティングします。","False","Available","Feature","メッセージ キュー\メッセージ キュー サービス\ルーティング サービス","3","System.String[]","MSMQ-Services","ServerComponent_MSMQ_Routing","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"MSMQ-DCOM","メッセージ キュー DCOM プロキシ","メッセージ キュー DCOM プロキシによって、このコンピューターはリモート メッセージ キュー サーバーの DCOM クライアントとして動作できるようになります。","False","Available","Feature","メッセージ キュー\メッセージ キュー DCOM プロキシ","2","System.String[]","MSMQ","ServerComponent_MSMQ_DCOM","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Server-Media-Foundation","メディア ファンデーション","メディア ファンデーションは、Windows Media Foundation、Windows Media 形式 SDK、および DirectShow のサーバー サブセットを含み、アプリケーションおよびサービスでメディア ファイルのトランスコード、分析、およびサムネイルの生成を行うために必要なインフラストラクチャを提供します。デスクトップ エクスペリエンスには、メディア ファンデーションが必要です。","False","Available","Feature","メディア ファンデーション","1","System.String[]",,"ServerComponent_Server_Media_Foundation","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Remote-Assistance","リモート アシスタンス","リモート アシスタンスを使用すると、管理者 (またはサポート担当者) は、PC について問題や質問があるユーザーを支援できます。管理者はユーザーのデスクトップを参照したり制御したりして、問題のトラブルシューティングと修正を実行できます。ユーザーは、友人や同僚に支援を求めることもできます。","False","Available","Feature","リモート アシスタンス","1","System.String[]",,"ServerComponent_Remote_Assistance","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT","リモート サーバー管理ツール","リモート サーバー管理ツールには、役割と機能のリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール","1","System.String[]",,"ServerComponent_RSAT","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Feature-Tools","機能管理ツール","機能管理ツールには、機能のリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール","2","System.String[]","RSAT","ServerComponent_RSAT_Feature_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-SMTP","SMTP サーバー ツール","SMTP Server Tools includes the Internet Information Services (IIS) 6.0 Manager snap-in.","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\SMTP サーバー ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_SMTP","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Feature-Tools-BitLocker","BitLocker ドライブ暗号化管理ユーティリティ","BitLocker ドライブ暗号化管理ユーティリティには、BitLocker ドライブ暗号化機能の管理に使用するスナップインとコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\BitLocker ドライブ暗号化管理ユーティリティ","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_Feature_Tools_BitLocker","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Feature-Tools-BitLocker-RemoteAdminTool","BitLocker ドライブ暗号化ツール","BitLocker ドライブ暗号化ツールには、コマンドライン ツール manage-bde と repair-bde、および Windows PowerShell 用の BitLocker コマンドレットが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\BitLocker ドライブ暗号化管理ユーティリティ\BitLocker ドライブ暗号化ツール","4","System.String[]","RSAT-Feature-Tools-BitLocker","ServerComponent_RSAT_Feature_Tools_BitLocker_RemoteAdminTool","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Feature-Tools-BitLocker-BdeAducExt","BitLocker 回復パスワード ビューアー","BitLocker 回復パスワード ビューアーは、Active Directory ドメイン サービス (AD DS) 内にある Windows ベースのコンピューターの BitLocker ドライブ暗号化の回復パスワードを見つけるときに役に立ちます。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\BitLocker ドライブ暗号化管理ユーティリティ\BitLocker 回復パスワード ビューアー","4","System.String[]","RSAT-Feature-Tools-BitLocker","ServerComponent_RSAT_Feature_Tools_BitLocker_BdeAducExt","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Bits-Server","BITS サーバー拡張ツール","BITS サーバー拡張ツールには、インターネット インフォメーション サービス (IIS) 6.0 マネージャー スナップインおよび IIS マネージャー スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\BITS サーバー拡張ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_Bits_Server","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-DataCenterBridging-LLDP-Tools","DataCenterBridging LLDP ツール","DataCenterBridging LLDP ツールには、サーバー上で LLDP エージェントを管理するための PowerShell ツールが含まれています","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\DataCenterBridging LLDP ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_DataCenterBridging_LLDP_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"IPAM-Client-Feature","IP アドレス管理 (IPAM) クライアント","IP アドレス管理 (IPAM) クライアントは、ローカルまたはリモート IPAM サーバーへの接続と管理に使用します。IPAM は、IP アドレス空間および対応するインフラストラクチャ サーバー (Active Directory フォレスト内の DHCP や DNS など) を一元的に管理するためのフレームワークを提供します。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\IP アドレス管理 (IPAM) クライアント","3","System.String[]","RSAT-Feature-Tools","ServerComponent_IPAM_Client_Feature","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-SNMP","SNMP ツール","簡易ネットワーク管理プロトコル (SNMP) ツールには、SNMP を管理するためのツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\SNMP ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_SNMP","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Storage-Replica","Windows PowerShell 用記憶域レプリカ モジュール","Windows PowerShell 用記憶域レプリカ モジュールには、CIM プロバイダーと Windows PowerShell 用記憶域レプリカ モジュールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\Windows PowerShell 用記憶域レプリカ モジュール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_Storage_Replica","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-WINS","WINS サーバー ツール","WINS サーバー ツールには、WINS サーバーの管理に使用する WINS マネージャー スナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\WINS サーバー ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_WINS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Shielded-VM-Tools","シールドされた VM のツール","シールドされた VM のツールには、プロビジョニング データ ファイル ウィザードとテンプレート ディスク ウィザードが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\シールドされた VM のツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_Shielded_VM_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-NLB","ネットワーク負荷分散ツール","ネットワーク負荷分散ツールには、ネットワーク負荷分散マネージャー スナップイン、Windows PowerShell 用のネットワーク負荷分散モジュール、nlb.exe、wlbs.exe コマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\ネットワーク負荷分散ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_NLB","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Clustering","フェールオーバー クラスタリング ツール","フェールオーバー クラスタリング ツールには、フェールオーバー クラスター マネージャー スナップイン、クラスター対応更新のインターフェイス、および Windows PowerShell 用フェールオーバー クラスター モジュールが含まれています。追加のツールは、フェールオーバー クラスター自動化サーバーとフェールオーバー クラスター コマンド インターフェイスです。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\フェールオーバー クラスタリング ツール","3","System.String[]","RSAT-Feature-Tools","ServerComponent_RSAT_Clustering","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Clustering-PowerShell","Windows PowerShell 用のフェールオーバー クラスター モジュール","Windows PowerShell 用のフェールオーバー クラスター モジュールには、フェールオーバー クラスターを管理するための Windows PowerShell コマンドレットが含まれています。また、フェールオーバー クラスターにソフトウェアの更新プログラムをインストールするための、Windows PowerShell 用のクラスター対応更新モジュールも含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\フェールオーバー クラスタリング ツール\Windows PowerShell 用のフェールオーバー クラスター モジュール","4","System.String[]","RSAT-Clustering","ServerComponent_RSAT_Clustering_PowerShell","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Clustering-Mgmt","フェールオーバー クラスター管理ツール","フェールオーバー クラスター管理ツールには、フェールオーバー クラスター マネージャー スナップインとクラスター対応更新インターフェイスが含まれています。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\フェールオーバー クラスタリング ツール\フェールオーバー クラスター管理ツール","4","System.String[]","RSAT-Clustering","ServerComponent_RSAT_Clustering_Mgmt","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Clustering-CmdInterface","フェールオーバー クラスター コマンド インターフェイス","フェールオーバー クラスター コマンド インターフェイスは、フェールオーバー クラスタリングを目的とした、非推奨の cluster.exe コマンドライン ツールです。このツールは、Windows PowerShell 向けのフェールオーバー クラスタリング モジュールに置き換えられました。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\フェールオーバー クラスタリング ツール\フェールオーバー クラスター コマンド インターフェイス","4","System.String[]","RSAT-Clustering","ServerComponent_RSAT_Clustering_CmdInterface","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Clustering-AutomationServer","フェールオーバー クラスター自動化サーバー","フェールオーバー クラスター自動化サーバーは、非推奨のコンポーネント オブジェクト モデル (COM) プログラム インターフェイスである MSClus です。","False","Available","Feature","リモート サーバー管理ツール\機能管理ツール\フェールオーバー クラスタリング ツール\フェールオーバー クラスター自動化サーバー","4","System.String[]","RSAT-Clustering","ServerComponent_RSAT_Clustering_AutomationServer","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Role-Tools","役割管理ツール","役割管理ツールには、役割のリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール","2","System.String[]","RSAT","ServerComponent_RSAT_Role_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-AD-Tools","AD DS および AD LDS ツール","Active Directory ドメイン サービス (AD DS) および Active Directory ライトウェイト ディレクトリ サービス (AD LDS) ツールには、AD DS と AD LDS のリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_AD_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADDS","AD DS ツール","Active Directory ドメイン サービス (AD DS) ツールには、AD DS のリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール\AD DS ツール","4","System.String[]","RSAT-AD-Tools","ServerComponent_RSAT_ADDS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-AD-AdminCenter","Active Directory 管理センター","Active Directory 管理センターは、ユーザーとネットワーク管理者に、一般的な Active Directory オブジェクト管理タスクを行うための強化された Active Directory データ管理機能と機能豊富なグラフィカル ユーザー インターフェイス (GUI) を提供します。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール\AD DS ツール\Active Directory 管理センター","5","System.String[]","RSAT-ADDS","ServerComponent_RSAT_AD_AdminCenter","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADDS-Tools","AD DS スナップインおよびコマンドライン ツール","Active Directory ドメイン サービス スナップインおよびコマンドライン ツールには、Active Directory ユーザーとコンピューター、Active Directory ドメインと信頼関係、Active Directory サイトとサービス、さらに Active Directory ドメイン コントローラーをリモートで管理するためのその他のスナップインとコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール\AD DS ツール\AD DS スナップインおよびコマンドライン ツール","5","System.String[]","RSAT-ADDS","ServerComponent_RSAT_ADDS_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADLDS","AD LDS Snap-Ins and Command-Line Tools","Active Directory Lightweight Directory Services (AD LDS) Snap-Ins and Command-Line Tools includes Active Directory Sites and Services, ADSI Edit, Schema Manager, and other snap-ins and command-line tools for managing AD LDS.","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール\AD LDS Snap-Ins and Command-Line Tools","4","System.String[]","RSAT-AD-Tools","ServerComponent_RSAT_ADLDS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-AD-PowerShell","Windows PowerShell の Active Directory モジュール","Windows PowerShell 用 Active Directory モジュールとそのツールは、Active Directory 管理者がコマンド ラインで Active Directory ドメイン サービス (AD DS) を管理するために使用できます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\AD DS および AD LDS ツール\Windows PowerShell の Active Directory モジュール","4","System.String[]","RSAT-AD-Tools","ServerComponent_RSAT_AD_PowerShell","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Hyper-V-Tools","Hyper-V 管理ツール","Hyper-V 管理ツールには、Hyper-V の管理に使用する GUI ツールとコマンド ライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Hyper-V 管理ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_Hyper_V_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Hyper-V-Tools","Hyper-V GUI 管理ツール","Hyper-V GUI 管理ツールには、Hyper-V マネージャー スナップインと仮想マシン接続ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Hyper-V 管理ツール\Hyper-V GUI 管理ツール","4","System.String[]","RSAT-Hyper-V-Tools","ServerComponent_Hyper_V_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Hyper-V-PowerShell","Windows PowerShell 用 Hyper-V モジュール","Windows PowerShell 用 Hyper-V モジュールには、Hyper-V の管理に使用する Windows PowerShell コマンドレットが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Hyper-V 管理ツール\Windows PowerShell 用 Hyper-V モジュール","4","System.String[]","RSAT-Hyper-V-Tools","ServerComponent_Hyper_V_PowerShell","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"UpdateServices-RSAT","Windows Server Update Services ツール","Windows Server Update Services ツールには、WSUS を管理するためのグラフィカル ツールや Powershell ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Windows Server Update Services ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_UpdateServices_RSAT","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"UpdateServices-API","API と PowerShell コマンドレット","リモート管理、タスクの自動作成、およびコマンド ラインからの WSUS の管理を実行するための .NET API と PowerShell コマンドレットをインストールします。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Windows Server Update Services ツール\API と PowerShell コマンドレット","4","System.String[]","UpdateServices-RSAT","ServerComponent_UpdateServices_API","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"UpdateServices-UI","ユーザー インターフェイス管理コンソール","WSUS 管理コンソールのユーザー インターフェイス (UI) をインストールします。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Windows Server Update Services ツール\ユーザー インターフェイス管理コンソール","4","System.String[]","UpdateServices-RSAT","ServerComponent_UpdateServices_UI","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RDS-Tools","リモート デスクトップ サービス ツール","リモート デスクトップ サービス ツールには、リモート デスクトップ サービスを管理するためのスナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート デスクトップ サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_RDS_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RDS-Gateway","リモート デスクトップ ゲートウェイ ツール","リモート デスクトップ ゲートウェイ ツールは、RD ゲートウェイ サーバーの状態とイベントを管理および監視するのに役立ちます。リモート デスクトップ ゲートウェイ マネージャーを使用すると、監査のために監視するイベント (RD ゲートウェイ サーバーへの接続試行の失敗など) を指定できます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート デスクトップ サービス ツール\リモート デスクトップ ゲートウェイ ツール","4","System.String[]","RSAT-RDS-Tools","ServerComponent_RSAT_RDS_Gateway","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RDS-Licensing-UI","リモート デスクトップ ライセンス ツール","リモート デスクトップ ライセンス ツールは、リモート デスクトップ セッション ホスト サーバーまたは仮想デスクトップへの接続に必要なライセンスを管理するのに役立ちます。RD ライセンスを使用すると、ライセンスのインストールと発行を行ったり、ライセンスが使用可能かどうかを追跡したりできます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート デスクトップ サービス ツール\リモート デスクトップ ライセンス ツール","4","System.String[]","RSAT-RDS-Tools","ServerComponent_RDS_Licensing_UI","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RDS-Licensing-Diagnosis-UI","リモート デスクトップ ライセンス診断機能ツール","リモート デスクトップ ライセンス診断機能ツールを使用すると、RD セッション ホスト サーバーまたは RD 仮想化ホスト サーバーがどのライセンス サーバーを使用するように構成されているか、およびこれらのライセンス サーバーに、サーバーに接続しているユーザーまたはコンピューティング デバイスに発行できるライセンスがあるかどうかを調べることができます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート デスクトップ サービス ツール\リモート デスクトップ ライセンス診断機能ツール","4","System.String[]","RSAT-RDS-Tools","ServerComponent_RSAT_RDS_Licensing_Diagnosis_UI","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADRMS","Active Directory Rights Management サービス ツール","Active Directory Rights Management サービス ツールには、Active Directory Rights Management サービス スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Active Directory Rights Management サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_ADRMS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADCS","Active Directory 証明書サービス ツール","Active Directory 証明書サービス ツールには、証明機関、証明書テンプレート、エンタープライズ PKI、およびオンライン レスポンダー管理の各スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Active Directory 証明書サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_ADCS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Online-Responder","オンライン レスポンダー ツール","オンライン レスポンダー ツールには、オンライン レスポンダー管理スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Active Directory 証明書サービス ツール\オンライン レスポンダー ツール","4","System.String[]","RSAT-ADCS","ServerComponent_RSAT_Online_Responder","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-ADCS-Mgmt","証明機関管理ツール","Active Directory 証明機関管理ツールには、証明機関、証明書テンプレート、およびエンタープライズ PKI の各スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Active Directory 証明書サービス ツール\証明機関管理ツール","4","System.String[]","RSAT-ADCS","ServerComponent_RSAT_ADCS_Mgmt","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-DHCP","DHCP サーバー ツール","DHCP サーバー ツールには、DHCP MMC スナップイン、DHCP サーバーの netsh のコンテキスト、および DHCP サーバー用の Windows PowerShell モジュールが含まれます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\DHCP サーバー ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_DHCP","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-DNS-Server","DNS サーバー ツール","DNS サーバー ツールには、DNS マネージャー スナップイン、dnscmd.exe コマンドライン ツール、および DNS サーバー用の Windows PowerShell モジュールが含まれます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\DNS サーバー ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_DNS_Server","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Fax","FAX サーバー ツール","FAX サーバー ツールには、Fax サービス マネージャー スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\FAX サーバー ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_Fax","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"WDS-AdminPack","Windows 展開サービス ツール","<a href=""http://go.microsoft.com/fwlink/?LinkId=294848"">Windows 展開サービス ツール</a>には、Windows 展開サービス スナップイン、wdsutil.exe コマンドライン ツール、および Active Directory ユーザーとコンピューター スナップイン用のリモート インストール拡張が含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\Windows 展開サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_WDS_AdminPack","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-NPAS","ネットワーク ポリシーとアクセス サービス ツール","ネットワーク ポリシーとアクセス サービス ツールには、ネットワーク ポリシー サーバー スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ネットワーク ポリシーとアクセス サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_NPAS","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-File-Services","ファイル サービス ツール","ファイル サービス ツールには、ファイル サービスのリモート管理に使用するスナップインおよびコマンドライン ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ファイル サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_File_Services","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
